open,high,low,close,tick_volume,spread,real_volume,ema_12,ema_26,macd,signal_line,adx,ichimoku_leading_span_a,ichimoku_leading_span_b
1.07206,1.07213,1.071,1.07116,1552,0,0,1.070110124902666,1.0707733266597788,-0.0006632017571126525,-0.0011124386508661443,49.81964945205464,1.0700325,
1.07115,1.07141,1.07075,1.0713,1166,0,0,1.0702931826099482,1.0708123394997953,-0.00051915688984705,-0.0009937822986623255,46.81068085131795,1.0698775,
1.0713,1.07173,1.0711,1.07138,1503,0,0,1.0704603852853407,1.0708543884257362,-0.00039400314039550466,-0.0008738264670089614,43.64854276977782,1.069845,
1.07138,1.07175,1.07113,1.07125,1629,0,0,1.0705818644722114,1.0708836929867929,-0.0003018285145814925,-0.0007594268765234676,40.68875730685097,1.069845,
1.0713,1.07134,1.07097,1.07122,548,0,0,1.0706800391687943,1.0709086046174008,-0.0002285654486064992,-0.0006532545909400739,38.128381828845825,1.069845,
1.07118,1.07136,1.0709,1.07116,335,5,0,1.070753879296672,1.0709272264975933,-0.0001733472009213255,-0.0005572731129363243,35.83600240638582,1.069925,
1.07132,1.07145,1.07096,1.07136,634,0,0,1.0708471286356456,1.070959283794068,-0.0001121551584224445,-0.0004682495220335484,33.578282266450266,1.069995,
1.07133,1.07144,1.07076,1.07115,823,0,0,1.0708937242301617,1.0709734109204332,-7.968669027147435e-05,-0.00039053695568113365,31.749908790527968,1.070535,
1.07115,1.0717,1.071,1.07162,856,0,0,1.071005458963983,1.0710213064078085,-1.5847443825434127e-05,-0.00031559905330999375,29.650983811726054,1.0706425,
1.07162,1.0717,1.07129,1.07157,1394,0,0,1.0710923114310626,1.0710619503776004,3.0361053462213405e-05,-0.00024640703195555233,27.701982045695704,1.0705475,
1.07158,1.07248,1.07156,1.07184,1580,0,0,1.0712073404416684,1.0711195836829632,8.775675870520416e-05,-0.00017957427382340102,26.67472597103301,1.070795,
1.07185,1.07194,1.07145,1.0716,873,0,0,1.0712677496044887,1.0711551700768178,0.000112579527670853,-0.00012114351352455024,25.53676178437666,1.070795,
1.07161,1.07242,1.07152,1.07234,1696,0,0,1.0714327112037982,1.0712429352563129,0.00018977594748537108,-5.895962132256597e-05,25.0956593209367,1.070795,
1.07235,1.07314,1.07227,1.0725,1675,0,0,1.071596909480137,1.0713360511632526,0.00026085831688438255,5.0039663188237386e-06,25.463231186084638,1.0711249999999999,
1.07251,1.07328,1.07214,1.07241,2637,0,0,1.0717220003293466,1.0714156029289377,0.00030639740040894203,6.52826531368474e-05,25.941461623241008,1.071195,
1.07244,1.07272,1.07074,1.07146,3581,0,0,1.0716816925863701,1.0714188916008682,0.0002628009855019098,0.00010478631960985988,24.229999461029962,1.07119,1.07268
1.07148,1.0715,1.06952,1.06994,3330,0,0,1.0714137398807746,1.071309344074878,0.00010439580589660657,0.00010470821686720922,23.643287490507664,1.070885,1.07268
1.06994,1.07012,1.06894,1.06922,2128,0,0,1.0710762414375785,1.0711545778471092,-7.833640953069931e-05,6.809929158762751e-05,23.595574875326115,1.07074,1.07268
1.06922,1.06996,1.06826,1.06978,2089,0,0,1.070876819677951,1.071052757265842,-0.0001759375878909175,1.9291915691918506e-05,24.072369857506168,1.07057,1.07259
1.06978,1.07003,1.06763,1.06769,2013,0,0,1.070386539727497,1.070803664135039,-0.0004171244075419356,-6.799134895485231e-05,24.945145520384617,1.0704125,1.07259
1.06769,1.06839,1.0667,1.06707,2745,0,0,1.0698763028463436,1.0705270964213323,-0.0006507935749886506,-0.000184551794161612,26.3048139236615,1.06999,1.0722
1.06706,1.06829,1.06693,1.06726,2978,0,0,1.069473794716137,1.0702850892790114,-0.0008112945628744317,-0.00030990034790417595,27.56736315527575,1.06999,1.0720999999999998
1.06725,1.06912,1.0671,1.06908,3035,0,0,1.0694132109136543,1.070195823406492,-0.000782612492837842,-0.00040444277689090916,27.59763441841078,1.06999,1.0718999999999999
1.06907,1.06969,1.06847,1.06945,2527,0,0,1.069418870773092,1.0701405772282335,-0.0007217064551414687,-0.0004678955125410211,26.931869839993542,1.06985,1.0718999999999999
1.06944,1.06978,1.06874,1.06884,1652,0,0,1.0693298137310778,1.0700442381742903,-0.000714424443212458,-0.0005172012986753086,26.20601737616386,1.069545,1.0718999999999999
1.06885,1.06886,1.06823,1.06858,1186,0,0,1.0692144577724505,1.0699357760873058,-0.0007213183148553348,-0.0005580247019113139,25.9609120277591,1.0692,1.07084
1.06859,1.06963,1.06848,1.0694,1125,0,0,1.069243002730535,1.0698960889697275,-0.0006530862391924686,-0.0005770370093675448,24.812612656649286,1.0691775,1.06999
1.06941,1.06961,1.06904,1.06919,1081,0,0,1.0692348484642988,1.069843786083081,-0.0006089376187821127,-0.0005834171312504583,23.74633466919017,1.0691775,1.06999
1.06922,1.06933,1.06903,1.06924,641,0,0,1.0692356410082529,1.069799061188038,-0.0005634201797850569,-0.0005794177409573781,22.766381915057075,1.069115,1.06999
1.06923,1.06945,1.06895,1.06941,140,2,0,1.0692624654685217,1.0697702418407757,-0.0005077763722540762,-0.0005650894672167177,21.69928230177865,1.0691725,1.06999
1.06938,1.06953,1.06936,1.0695,272,0,0,1.0692990092425951,1.0697502239266443,-0.00045121468404918375,-0.0005423145105832109,20.599403756115148,1.0692149999999998,1.06999
1.06948,1.06991,1.06924,1.06988,657,0,0,1.069388392436042,1.069759836969115,-0.00037144453307313974,-0.0005081405150811967,19.19052713175003,1.0695299999999999,1.06999
1.06988,1.07044,1.06975,1.07004,1343,0,0,1.0694886397535739,1.0697805897862176,-0.00029195003264370634,-0.00046490241859369866,18.534122036034642,1.0696625000000002,1.06999
1.07005,1.07013,1.0693,1.06964,1741,0,0,1.0695119259453316,1.0697701757279792,-0.00025824978264754606,-0.00042357189140446817,17.314542490666906,1.0696625000000002,1.06999
1.06965,1.06967,1.06888,1.0693,1379,0,0,1.0694793219537422,1.069735347896277,-0.00025602594253482103,-0.00039006270163053876,16.498138651009434,1.069725,1.06999
1.0693,1.06937,1.06896,1.06929,1422,0,0,1.0694501954993203,1.0697023591632195,-0.00025216366389924083,-0.00036248289408427923,15.740049371327496,1.069825,1.06999
1.06928,1.06956,1.06893,1.06905,857,0,0,1.0693886269609634,1.0696540362622404,-0.0002654093012770531,-0.000343068175522834,14.759363476823504,1.069825,1.06999
1.06904,1.06905,1.06834,1.06851,1305,0,0,1.0692534535823537,1.0695692928354077,-0.0003158392530540066,-0.00033762239102906854,14.611816593721047,1.06969,1.06999
1.06848,1.06862,1.06729,1.06766,2276,0,0,1.0690083068773761,1.0694278637364887,-0.0004195568591125465,-0.0003540092846457641,15.552649397853544,1.0694275000000002,1.06999
1.06765,1.06865,1.06683,1.06843,2587,0,0,1.068919336588549,1.069353947904156,-0.00043461131560706967,-0.00037012969083802526,16.815194898579286,1.0693125,1.06999
1.06842,1.06934,1.06792,1.0693,2068,0,0,1.0689779001903106,1.0693499517631073,-0.00037205157279673884,-0.000370514067229768,16.95437418708328,1.0691725,1.06999
1.06935,1.06977,1.06901,1.06962,2290,0,0,1.0690766847764166,1.0693699553362104,-0.00029327055979377903,-0.0003550653657425702,16.507476811406015,1.06879,1.06999
1.06964,1.07186,1.06963,1.0715,2043,0,0,1.0694495025031217,1.069527736422417,-7.823391929528967e-05,-0.0002996990764531141,16.637937275731808,1.0693125,1.06999
1.0715,1.0723,1.0713,1.07156,2173,0,0,1.0697741944257184,1.069678274465201,9.591996051749874e-05,-0.0002205752690589915,17.086460614299366,1.0695325,1.06999
1.07154,1.0718,1.07053,1.07162,2376,0,0,1.0700581645140694,1.0698221059862971,0.0002360585277723093,-0.00012924850969273137,16.6631324696566,1.0695325,1.06999
1.0716,1.07388,1.07141,1.07371,2995,0,0,1.0706199853580587,1.0701100981354603,0.0005098872225983708,-1.421363234510936e-06,17.651432736503118,1.0703225,1.07029
1.07372,1.07397,1.07031,1.07078,5144,0,0,1.0706446029952805,1.0701597204957967,0.00048488249948386297,9.583940930916386e-05,17.54095499026959,1.0704,1.070335
1.07078,1.07106,1.06951,1.07014,2880,0,0,1.0705669717652373,1.0701582597183303,0.00040871204690695606,0.0001584139368287223,16.77887815357964,1.0704,1.070335
1.07012,1.07066,1.06928,1.06932,2149,0,0,1.0703751299552007,1.0700961664058615,0.0002789635493392062,0.0001825238593308191,15.887800830618437,1.0706725000000001,1.070335
1.06932,1.06996,1.0691,1.06989,2087,0,0,1.0703004945774774,1.070080894820242,0.00021959975723540026,0.00018993903891173535,14.912481635023822,1.070945,1.070335
1.06988,1.07034,1.06974,1.07024,1525,0,0,1.070291187719404,1.0700926803891129,0.00019850733029103118,0.00019165269718759455,14.30837564549984,1.0709675,1.070335
1.07025,1.07053,1.06936,1.06937,1621,0,0,1.0701494665318032,1.0700391485084377,0.00011031802336547436,0.0001753857624231705,13.409530039838277,1.0709675,1.070335
1.06942,1.07,1.06938,1.0699,811,0,0,1.070111087065372,1.0700288412115164,8.224585385563365e-05,0.00015675778070966314,12.57488769172397,1.0709675,1.070335
1.06974,1.06988,1.0693,1.06984,185,3,0,1.070069381363007,1.0700148529736262,5.452838938091453e-05,0.00013631190244391342,11.721875282775997,1.0709675,1.070335
1.06988,1.07016,1.06976,1.06995,772,0,0,1.0700510149994675,1.070010049049654,4.096594981350954e-05,0.00011724271191783266,11.205768218523428,1.0709675,1.070335
1.06995,1.07073,1.06967,1.0707,838,0,0,1.0701508588457034,1.0700611565274576,8.970231824578789e-05,0.00011173463318342371,11.262349978390471,1.07024,1.070335
1.07074,1.07101,1.07063,1.07086,1275,0,0,1.070259957484826,1.0701203301180162,0.00013962736680972476,0.00011731317990868393,11.565663869358882,1.0702275,1.070335
1.07085,1.07102,1.0703,1.07088,1845,0,0,1.0703553486410065,1.070176601961126,0.00017874667988038162,0.00012959987990302348,11.449670479378929,1.07023,1.070335
1.07089,1.07116,1.07065,1.07068,1426,0,0,1.0704052950039287,1.0702138907047465,0.00019140429918218516,0.00014196076375885583,11.480555086951266,1.070315,1.070335
1.07066,1.07109,1.0706,1.07084,1119,0,0,1.0704721726956319,1.0702602691710617,0.00021190352457023387,0.00015594931592113144,11.443555610831584,1.070315,1.070335
1.07084,1.07136,1.07056,1.07116,1188,0,0,1.0705779922809193,1.070326915899131,0.0002510763817882289,0.00017497472909455092,11.699290629730116,1.070365,1.070335
1.07116,1.07174,1.07091,1.07103,1531,0,0,1.0706475319300086,1.0703789962028991,0.0002685357271094979,0.00019368692869754035,12.32925178858988,1.07046,1.070335
1.07102,1.07191,1.07076,1.07112,2099,0,0,1.070720219325392,1.0704338853730548,0.00028633395233712555,0.00021221633342545743,13.085740148640285,1.070595,1.070335
1.07112,1.07131,1.07011,1.07131,2751,0,0,1.0708109548137932,1.0704987827528285,0.0003121720609646772,0.0002322074789333014,12.816766063444826,1.070595,1.070335
1.07131,1.07302,1.07099,1.07266,2475,0,0,1.0710954233039789,1.0706588729192856,0.00043655038469325724,0.00027307606008529256,14.11278890355344,1.0709825,1.070335
1.0727,1.07338,1.0721,1.07289,2398,0,0,1.0713715120264435,1.070824141591931,0.000547370434512473,0.00032793493497072865,15.569365450531416,1.071345,1.070335
1.07292,1.0733,1.07262,1.073,1395,0,0,1.07162204863776,1.070985316288825,0.0006367323489349097,0.00038969441776356484,16.921900815582394,1.0716175,1.070335
1.07296,1.0739,1.07239,1.07358,1996,0,0,1.0719232719242584,1.0711775150822453,0.0007457568420130567,0.00046090690261346327,18.600093852650694,1.07177,1.070335
1.07358,1.07589,1.07334,1.07471,4079,0,0,1.0723519993205264,1.0714391806317087,0.0009128186888176515,0.000551289259854301,21.196010915279057,1.0727475,1.071295
1.07469,1.07692,1.07421,1.07656,4067,0,0,1.0729993840404455,1.0718185005849155,0.001180883455530024,0.0006772080989894457,23.991537165914767,1.0732625,1.0718100000000002
1.07656,1.07759,1.07618,1.07693,3649,0,0,1.0736040941880693,1.072197130171218,0.0014069640168512532,0.0008231592825618071,26.806476198037206,1.0735975,1.072145
1.07694,1.07835,1.07672,1.07788,2714,0,0,1.0742619258514432,1.0726180834918686,0.0016438423595745988,0.0009872958979643656,29.64597962131818,1.0739775,1.072525
1.07788,1.07871,1.07772,1.07848,2205,0,0,1.0749108603358366,1.073052299529508,0.001858560806328624,0.0011615488796372173,32.38339178370669,1.0743775,1.07277
1.07845,1.07858,1.07778,1.07781,1583,0,0,1.0753568818226311,1.0734047217865814,0.0019521600360496993,0.0013196711109197139,34.9252745059246,1.074655,1.07277
1.07782,1.07826,1.07779,1.07792,1592,0,0,1.0757512076960725,1.0737391868394273,0.0020120208566452025,0.0014581410600648117,37.285594176555506,1.0747274999999998,1.07277
1.07793,1.07799,1.07737,1.07791,1374,0,0,1.0760833295889844,1.0740481359624328,0.00203519362655169,0.0015735515733621874,38.78274191547,1.0747775000000002,1.07277
1.0779,1.07832,1.07789,1.07832,603,0,0,1.0764274327291408,1.074364570335586,0.0020628623935547985,0.0016714137374007098,40.31222490139477,1.075015,1.07277
1.07805,1.07843,1.07789,1.07817,309,5,0,1.0766955200015806,1.0746464540144314,0.002049065987149268,0.0017469441873504215,41.779334534562075,1.0752325,1.07277
1.07828,1.07844,1.07816,1.07839,528,0,0,1.0769562092321068,1.0749237537170662,0.00203245551504061,0.0018040464528884593,43.14615688990582,1.075725,1.07277
1.0784,1.07852,1.07818,1.07819,828,0,0,1.077146023196398,1.0751656978861723,0.001980325310225739,0.0018393022243559153,44.453578964899734,1.0759525,1.07277
1.07823,1.07851,1.07814,1.07821,1370,0,0,1.0773097119354138,1.075391201746456,0.0019185101889578338,0.0018551438172762992,45.583203806364104,1.0761150000000002,1.07277
1.07821,1.0785,1.07798,1.07807,1721,0,0,1.0774266793299656,1.0755896312467184,0.0018370480832472502,0.0018515246704704895,46.282223576033665,1.0761924999999999,1.07277
1.07808,1.07809,1.07758,1.07769,1223,0,0,1.0774671902022788,1.0757452141173318,0.0017219760849469523,0.0018256149533657823,46.0874677058488,1.0761775,1.07277
1.07768,1.07802,1.07766,1.07778,954,0,0,1.0775153147865435,1.0758959389975296,0.0016193757890139437,0.0017843671204954147,45.90662296924857,1.0761775,1.07277
1.07777,1.07786,1.07747,1.07753,820,0,0,1.0775175740501521,1.0760169805532682,0.0015005934968839174,0.0017276123957731153,45.326446760057124,1.0762025,1.07277
1.07753,1.0784,1.07752,1.0778,1224,0,0,1.0775610241962825,1.076149056067841,0.0014119681284414654,0.0016644835423067854,45.274639865089206,1.0762025,1.07277
1.07786,1.07822,1.07726,1.07788,2193,0,0,1.0776100973968543,1.0762772741368898,0.0013328232599645329,0.0015981514858383352,44.671267173246044,1.07615,1.07277
1.07787,1.07797,1.07676,1.07756,2879,0,0,1.0776023901050307,1.0763722908674906,0.0012300992375400277,0.0015245410361786737,43.131867102744174,1.076025,1.07277
1.07755,1.07758,1.07594,1.07634,2556,0,0,1.0774081762427183,1.0763698989513804,0.0010382772913379856,0.0014272882872105363,40.38031456359028,1.0758174999999999,1.07277
1.07635,1.07683,1.07582,1.07586,1956,0,0,1.0771699952823002,1.0763321286586855,0.0008378666236146248,0.001309403954491354,37.652361224832944,1.076005,1.07277
1.07587,1.07628,1.07566,1.07613,1891,0,0,1.0770099960081,1.0763171561654497,0.0006928398426504501,0.001186091132123173,35.04132676567939,1.0762175,1.07277
1.07613,1.07817,1.07602,1.07733,2022,0,0,1.0770592273914694,1.0763921816346755,0.0006670457567938826,0.001082282057057315,34.556736012012074,1.0762900000000002,1.073315
1.07733,1.0784,1.07635,1.0767,3383,0,0,1.0770039616389357,1.07641498299507,0.0005889786438657563,0.0009836213744190032,34.29461329215049,1.0762900000000002,1.07386
1.0767,1.07752,1.07615,1.0771,3237,0,0,1.077018736771407,1.076465724995435,0.000553011775972001,0.0008974994547296029,33.74092414585182,1.0765275,1.0739049999999999
1.07709,1.07733,1.07538,1.07568,3266,0,0,1.0768127772681135,1.0764075231439214,0.0004052541241921226,0.0007990503886221069,32.13342914039897,1.076675,1.0739049999999999
1.07568,1.07598,1.07468,1.0748,2563,0,0,1.0765031192268653,1.0762884473554828,0.0002146718713824658,0.0006821746851741787,29.87691865899618,1.0766175,1.0739049999999999
1.07475,1.07525,1.07435,1.07483,1663,0,0,1.0762457162688859,1.0761804142180396,6.530205084631646e-05,0.0005588001583086063,28.144003084346263,1.0764525,1.0739049999999999
1.07482,1.07523,1.07463,1.07486,1224,0,0,1.0760325291505957,1.076082605757444,-5.007660684830384e-05,0.0004370248052772243,26.53486719359992,1.0764525,1.0739049999999999
1.07488,1.07508,1.0746,1.07498,1070,0,0,1.0758706015889654,1.0760009312568926,-0.00013032966792714262,0.00032355391063635096,25.076736854736986,1.0764200000000002,1.0739049999999999
1.07498,1.0751,1.0743,1.07442,1075,0,0,1.07564743211374,1.0758838252378635,-0.0002363931241236017,0.00021156450368436046,24.088051513513484,1.0763800000000001,1.0739049999999999
1.0744,1.07499,1.0744,1.07491,767,0,0,1.0755339810193185,1.0758116900350587,-0.0002777090157402018,0.00011370979979944803,23.169986553805945,1.0763800000000001,1.0739049999999999
1.07462,1.07485,1.0745,1.0745,308,2,0,1.0753749070163465,1.0757145278102396,-0.00033962079389304733,2.304368106094896e-05,22.317497662648947,1.07616,1.074005
1.07458,1.07493,1.07432,1.0745,591,0,0,1.0752403059369087,1.075624562787259,-0.0003842568503502619,-5.841642522129322e-05,21.7745816724209,1.0761125,1.074005
1.07449,1.07516,1.07439,1.075,609,0,0,1.0752033357927688,1.0755782988770917,-0.00037496308432283243,-0.00012172575704160108,20.850842279622103,1.0757750000000001,1.074005
1.07502,1.07506,1.07444,1.07456,919,0,0,1.0751043610554198,1.0755028693306405,-0.0003985082752206992,-0.00017708226067742074,19.99308427202322,1.0755925,1.074005
1.07452,1.0746,1.07362,1.07369,1485,0,0,1.0748867670468938,1.075368582713556,-0.00048181566666216646,-0.00023802894187436988,20.334361004067823,1.075245,1.07419
1.07369,1.07386,1.07331,1.07386,1269,0,0,1.0747288028858333,1.0752568358458852,-0.0005280329600518829,-0.00029602974550987254,21.008147877390154,1.07507,1.07419
1.07382,1.07415,1.07364,1.07409,962,0,0,1.074630525518782,1.0751704035610048,-0.0005398780422227745,-0.0003447994048524529,21.052502480863932,1.0750449999999998,1.0744099999999999
1.07408,1.07444,1.07391,1.0741,1006,0,0,1.0745489062082,1.0750911144083377,-0.0005422082001376172,-0.0003842811639094858,20.54405063225669,1.0750449999999998,1.0744099999999999
1.0741,1.07504,1.07406,1.07492,1437,0,0,1.0746059975607847,1.0750784392669794,-0.00047244170619475945,-0.00040191327236654056,19.0867685086557,1.0750449999999998,1.0744099999999999
1.07494,1.07536,1.07456,1.07491,1604,0,0,1.0746527671668178,1.0750659622842402,-0.000413195117422438,-0.00040416964137772004,18.206182748730527,1.0750950000000001,1.0744099999999999
1.07486,1.07724,1.07442,1.07696,2686,0,0,1.0750077260642306,1.0752062613742965,-0.00019853531006597258,-0.0003630427751153706,19.3557894103214,1.075565,1.0744099999999999
1.07696,1.0784,1.07679,1.07771,2815,0,0,1.0754234605158874,1.075391723494719,3.173702116843202e-05,-0.00028408681585861007,21.193250912061053,1.075855,1.0744099999999999
1.07771,1.07901,1.07746,1.07854,2323,0,0,1.075902928128828,1.0756249291617768,0.0002779989670511629,-0.0001716696592766555,23.232976345392398,1.07616,1.07456
1.07855,1.07876,1.07676,1.07728,2257,0,0,1.0761147853397774,1.0757475270016452,0.00036725833813222586,-6.388405979487924e-05,24.11002905638266,1.07616,1.07456
1.07727,1.07757,1.07614,1.07629,1839,0,0,1.07614174144135,1.0757877101867086,0.000354031254641507,1.9699003092398003e-05,24.119611264189697,1.0762425,1.0750000000000002
1.07628,1.07714,1.07606,1.07663,2382,0,0,1.076216858142681,1.0758501020247302,0.0003667561179507839,8.91104260640752e-05,24.027142646147613,1.0763099999999999,1.075555
1.07662,1.07716,1.07431,1.07532,3104,0,0,1.076078879966884,1.0758108352080835,0.0002680447588003787,0.00012489729261133588,22.540712578694638,1.0763475,1.0756999999999999
1.07532,1.07616,1.07451,1.07471,3272,0,0,1.0758682830489017,1.0757292918593366,0.00013899118956506307,0.00012771607200208132,21.160456087488303,1.07641,1.0756999999999999
1.07472,1.07568,1.07446,1.07461,2541,0,0,1.0756747010413785,1.0756463813512376,2.8319690140943266e-05,0.00010783679562985372,19.92701981729965,1.07641,1.07616
1.0746,1.07518,1.07438,1.07486,1685,0,0,1.075549362419628,1.0755881308807755,-3.876846114758692e-05,7.851574427436561e-05,18.86323086864337,1.07641,1.07616
1.07487,1.07542,1.0745,1.07536,1520,0,0,1.075520229739685,1.0755712322970143,-5.100255732926051e-05,5.261208395364038e-05,17.59814682114463,1.07641,1.07616
1.07536,1.07592,1.07504,1.0756,1282,0,0,1.0755325020874258,1.0755733632379763,-4.086115055046413e-05,3.391743705281948e-05,16.812082816925614,1.0763475,1.07616
1.07562,1.07634,1.07561,1.07602,1293,0,0,1.0756075017662834,1.0756064474425706,1.0543237127791372e-06,2.7344814384811413e-05,16.51437319780698,1.07605,1.07616
1.07604,1.07604,1.07577,1.07578,622,0,0,1.075634039956086,1.0756193031875654,1.4736768520595689e-05,2.482320521196827e-05,16.237928551482533,1.0759474999999998,1.07616
1.07545,1.07574,1.07529,1.07566,212,8,0,1.075638033808996,1.0756223177662643,1.5716042731650504e-05,2.300177271590472e-05,15.345007980867921,1.0759474999999998,1.07616
1.07565,1.07614,1.07565,1.07602,552,0,0,1.0756967978383811,1.0756517757095039,4.502212887724788e-05,2.7405843948173352e-05,14.971472195282272,1.0757599999999998,1.07616
1.076,1.07644,1.07594,1.07622,858,0,0,1.07577729047863,1.0756938663976887,8.342408094130782e-05,3.860949134680025e-05,14.95076772214018,1.075785,1.07616
1.07623,1.07668,1.07596,1.07604,1087,0,0,1.0758177073280715,1.0757195059237858,9.820140428562496e-05,5.05278739345652e-05,15.187075195618357,1.0758450000000002,1.07616
1.07606,1.07684,1.07596,1.07676,1740,0,0,1.075962675431445,1.075796579559061,0.00016609587238414214,7.364147362448059e-05,15.577133920306151,1.0759150000000002,1.07616
1.07677,1.07756,1.07661,1.07744,1220,0,0,1.0761899561342996,1.0759183144065378,0.0002716417277617289,0.00011324152445193026,16.64248238690586,1.07623,1.07616
